2448	228.18198
2453.3333	226.15622
2458.6667	233.79523
2464	234.03712
2469.3333	233.19264
2474.6667	227.70602
2480	235.81984
2485.3333	233.21994
2490.6667	232.90402
2496	226.49913
2501.3333	221.14255
2506.6667	225.32051
2512	231.15996
2517.3333	229.8877
2522.6667	224.9752
2528	231.53716
2533.3333	237.2673
2538.6667	229.93358
2544	231.18108
2549.3333	240.3028
2554.6667	226.35303
2560	236.57523
2565.3333	235.797
2570.6667	234.81012
2576	233.22838
2581.3333	231.45219
2586.6667	237.13557
2592	238.0416
2597.3333	237.57327
2602.6667	236.14977
2608	233.28667
2613.3333	248.485
2618.6667	237.37259
2624	245.75893
2629.3333	242.37378
2634.6667	233.04367
2640	236.96277
2645.3333	241.157
2650.6667	243.82298
2656	242.60429
2661.3333	237.63045
2666.6667	248.17705
2672	237.42386
2677.3333	238.82394
2682.6667	235.79677
2688	243.24847
2693.3333	249.35422
2698.6667	256.508
2704	253.75385
2709.3333	252.78186
2714.6667	265.16595
2720	260.24493
2725.3333	258.08981
2730.6667	270.18069
2736	266.91757
2741.3333	258.00082
2746.6667	264.3374
2752	267.88882
2757.3333	260.81317
2762.6667	274.31351
2768	261.12317
2773.3333	256.43732
2778.6667	258.69562
2784	266.92532
2789.3333	271.43777
2794.6667	255.12248
2800	273.37576
2805.3333	261.70834
2810.6667	263.53271
2816	269.01343
2821.3333	275.07498
2826.6667	275.22665
2832	281.48322
2837.3333	286.5513
2842.6667	311.11948
2848	340.46252
2853.3333	375.51215
2858.6667	406.43973
2864	436.62021
2869.3333	471.30466
2874.6667	509.99124
2880	553.32196
2885.3333	564.16443
2890.6667	572.30902
2896	582.69507
2901.3333	592.77612
2906.6667	615.32343
2912	664.17725
2917.3333	698.59796
2922.6667	749.82434
2928	807.82428
2933.3333	827.42517
2938.6667	839.98053
2944	803.01599
2949.3333	737.86499
2954.6667	701.37012
2960	652.48511
2965.3333	631.82526
2970.6667	615.82336
2976	597.85742
2981.3333	574.86053
2986.6667	528.07275
2992	483.92651
2997.3333	450.01584
3002.6667	418.3248
3008	382.99307
3013.3333	371.3317
3018.6667	345.15103
3024	316.16327
3029.3333	307.86295
3034.6667	309.10962
3040	302.89716
3045.3333	309.12695
3050.6667	326.11313
3056	309.02911
3061.3333	319.25571
3066.6667	315.59348
3072	311.23904
3077.3333	303.84366
3082.6667	294.38519
3088	285.77087
3093.3333	286.78964
3098.6667	282.31851
3104	277.23145
3109.3333	277.82364
3114.6667	289.20721
3120	268.57263
3125.3333	278.99884
3130.6667	275.83813
3136	269.79462
3141.3333	278.55408
3146.6667	284.00641
3152	293.86615
3157.3333	284.51001
3162.6667	278.29245
3168	286.2399
3173.3333	273.09314
3178.6667	266.18277
3184	280.42722
3189.3333	279.55624
3194.6667	279.35815
3200	282.87695
