400	282.75287
405.33334	297.72375
410.66666	294.63394
416	289.76926
421.33334	291.04153
426.66666	292.46304
432	286.4238
437.33334	285.15631
442.66666	298.3064
448	298.45715
453.33334	282.10843
458.66666	269.68774
464	267.85406
469.33334	265.53735
474.66666	277.85818
480	271.68774
485.33334	268.78094
490.66666	271.31989
496	277.77399
501.33334	282.49475
506.66666	279.68781
512	281.7258
517.33331	294.28195
522.66669	286.39102
528	293.5545
533.33331	306.37622
538.66669	304.10028
544	289.39041
549.33331	293.31717
554.66669	309.38498
560	286.26666
565.33331	283.57486
570.66669	291.40421
576	291.19788
581.33331	290.86511
586.66669	295.33191
592	275.83017
597.33331	282.08429
602.66669	287.79074
608	280.43591
613.33331	273.28949
618.66669	283.47598
624	296.84134
629.33331	283.2402
634.66669	279.95151
640	276.45734
645.33331	274.36444
650.66669	271.83255
656	270.04269
661.33331	274.50787
666.66669	282.98267
672	281.60898
677.33331	286.68561
682.66669	287.01627
688	281.16443
693.33331	280.86609
698.66669	287.25833
704	284.51984
709.33331	286.58997
714.66669	280.21494
720	312.34882
725.33331	313.35938
730.66669	305.56305
736	299.64102
741.33331	290.87433
746.66669	282.67978
752	286.51749
757.33331	311.53458
762.66669	309.7822
768	322.08621
773.33331	340.33875
778.66669	340.11685
784	332.74683
789.33331	343.86481
794.66669	346.0697
800	336.54984
805.33331	334.32065
810.66669	333.22168
816	330.24561
821.33331	332.41287
826.66669	334.10663
832	329.41534
837.33331	323.61276
842.66669	321.0817
848	335.90625
853.33331	338.57614
858.66669	331.22986
864	331.39642
869.33331	322.59662
874.66669	314.1871
880	318.64328
885.33331	326.69894
890.66669	332.36124
896	324.22321
901.33331	320.9866
906.66669	330.45636
912	321.72592
917.33331	318.6077
922.66669	327.45569
928	330.39465
933.33331	324.129
938.66669	331.10007
944	331.47418
949.33331	326.01169
954.66669	326.7551
960	322.96625
965.33331	322.17401
970.66669	323.38031
976	328.82715
981.33331	333.88748
986.66669	335.42862
992	340.86163
997.33331	343.68875
1002.6667	365.44061
1008	359.54236
1013.3333	336.04834
1018.6667	331.38419
1024	331.90173
1029.3334	343.62418
1034.6666	351.62494
1040	346.09351
1045.3334	343.21506
1050.6666	343.39664
1056	327.00616
1061.3334	333.67313
1066.6666	346.5722
1072	348.2337
1077.3334	349.26685
1082.6666	363.18118
1088	377.15771
1093.3334	366.98874
1098.6666	357.56122
1104	365.34207
1109.3334	352.25101
1114.6666	353.31073
1120	327.49268
1125.3334	347.55942
1130.6666	327.54309
1136	327.20023
1141.3334	315.71121
1146.6666	306.32098
1152	312.38361
1157.3334	315.05945
1162.6666	309.84921
1168	310.98456
1173.3334	314.14236
1178.6666	310.87769
1184	316.3526
1189.3334	314.33051
1194.6666	313.85056
1200	327.21869
1205.3334	349.56702
1210.6666	356.73749
1216	366.64478
1221.3334	375.509
1226.6666	382.80786
1232	383.76865
1237.3334	385.25549
1242.6666	392.17114
1248	386.24136
1253.3334	383.17685
1258.6666	367.84641
1264	366.16699
1269.3334	344.80499
1274.6666	368.25275
1280	357.23151
1285.3334	347.77292
1290.6666	363.65759
1296	380.1442
1301.3334	385.39859
1306.6666	386.29071
1312	394.11511
1317.3334	400.58444
1322.6666	395.28964
1328	395.3656
1333.3334	399.81372
1338.6666	378.62866
1344	384.55991
1349.3334	374.43127
1354.6666	370.41818
1360	354.17984
1365.3334	343.13345
1370.6666	353.53055
1376	353.41992
1381.3334	351.31369
1386.6666	339.22577
1392	334.69617
1397.3334	324.02332
1402.6666	322.95187
1408	330.08023
1413.3334	325.35727
1418.6666	325.94547
1424	331.056
1429.3334	329.64792
1434.6666	338.14374
1440	361.47891
1445.3334	377.36725
1450.6666	385.64035
1456	399.68802
1461.3334	366.35703
1466.6666	375.70221
1472	352.24881
1477.3334	361.66446
1482.6666	352.84671
1488	344.32144
1493.3334	318.93686
1498.6666	300.49933
1504	287.74551
1509.3334	278.30252
1514.6666	276.57108
1520	274.65872
1525.3334	275.55136
1530.6666	276.61499
1536	274.29614
1541.3334	273.03699
1546.6666	267.21674
1552	279.86792
1557.3334	283.86642
1562.6666	287.10291
1568	290.35602
1573.3334	306.81442
1578.6666	310.26993
1584	296.40051
1589.3334	283.57761
1594.6666	285.25595
1600	291.84384
1605.3334	281.6842
1610.6666	270.04388
1616	286.23831
1621.3334	285.89944
1626.6666	290.99527
1632	298.57468
1637.3334	308.5351
1642.6666	292.62839
1648	302.87781
1653.3334	326.34592
1658.6666	340.96689
1664	340.60748
1669.3334	344.50607
1674.6666	348.79086
1680	338.78641
1685.3334	324.20456
1690.6666	322.55197
1696	311.59622
1701.3334	297.52484
1706.6666	280.71811
1712	266.43204
1717.3334	269.80389
1722.6666	260.91949
1728	250.24341
1733.3334	253.90163
1738.6666	250.55032
1744	251.52524
1749.3334	253.45102
1754.6666	246.75096
1760	237.75378
1765.3334	234.757
1770.6666	234.24733
1776	236.23232
1781.3334	237.91071
1786.6666	236.15677
1792	233.69141
1797.3334	223.66771
1802.6666	225.37569
1808	233.78647
1813.3334	231.19028
1818.6666	241.19891
1824	230.09386
1829.3334	221.52444
1834.6666	220.66966
1840	231.31715
1845.3334	227.96539
1850.6666	225.63498
1856	224.86
1861.3334	226.12943
1866.6666	222.75662
1872	217.39125
1877.3334	218.64864
1882.6666	221.05573
1888	213.78062
1893.3334	211.62474
1898.6666	216.10992
1904	215.97356
1909.3334	209.63777
1914.6666	212.6021
1920	211.54181
1925.3334	213.90504
1930.6666	214.53792
1936	226.51785
1941.3334	225.02718
1946.6666	224.90938
1952	219.55986
1957.3334	213.8093
1962.6666	221.17766
1968	224.09102
1973.3334	214.09949
1978.6666	212.43654
1984	217.6913
1989.3334	219.75983
1994.6666	223.59381
2000	218.34024
2005.3334	220.39461
2010.6666	218.62396
2016	218.96986
2021.3334	219.25888
2026.6666	221.86742
2032	223.55148
2037.3334	222.2041
2042.6666	223.35493
2048	218.66299
2053.3333	228.99773
2058.6667	227.17731
2064	225.36479
2069.3333	219.32906
2074.6667	216.94868
2080	229.70161
2085.3333	236.81032
2090.6667	222.67558
2096	225.40245
2101.3333	234.94807
2106.6667	221.80824
2112	226.96358
2117.3333	227.93069
2122.6667	219.79759
2128	240.31012
2133.3333	238.3593
2138.6667	234.88402
2144	226.58046
2149.3333	226.86563
2154.6667	229.46208
2160	221.10999
2165.3333	222.08379
2170.6667	228.81041
2176	229.53268
2181.3333	234.98724
2186.6667	225.87708
2192	229.62219
2197.3333	231.01544
2202.6667	231.80511
2208	226.38223
2213.3333	232.01794
2218.6667	222.59956
2224	215.39728
2229.3333	215.69659
2234.6667	219.06758
2240	225.19122
2245.3333	240.56657
2250.6667	230.4812
2256	233.22664
2261.3333	235.8109
2266.6667	227.93071
2272	231.93448
2277.3333	219.83949
2282.6667	221.31706
2288	221.84988
2293.3333	219.28958
2298.6667	228.46582
2304	233.64772
2309.3333	222.7047
2314.6667	231.1362
2320	218.01613
2325.3333	224.04128
2330.6667	223.20381
2336	236.22346
2341.3333	216.59561
2346.6667	220.18404
2352	226.35051
2357.3333	228.35417
2362.6667	237.31059
2368	233.40294
2373.3333	231.50172
2378.6667	237.34425
2384	229.69843
2389.3333	224.00717
2394.6667	221.85823
2400	216.62585
2405.3333	227.09691
2410.6667	237.2076
2416	222.39589
2421.3333	236.79187
2426.6667	226.20407
2432	232.19341
2437.3333	237.33946
2442.6667	231.02831
